,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020
01-02,3.119999885559082,,,,0.8700000047683716,4.039999961853027,,,,0.5,
01-03,,,,0.6700000166893005,0.8700000047683716,4.039999961853027,,,0.5,0.5,
01-04,,1.0199999809265137,1.0499999523162842,0.6700000166893005,0.8700000047683716,,,0.5,0.5,0.5,
01-05,3.119999885559082,1.0199999809265137,1.0,0.6700000166893005,,,2.2799999713897705,0.5,0.5,0.5,
01-06,3.119999885559082,1.0,0.9599999785423279,0.6700000166893005,,4.239999771118164,2.2799999713897705,0.5,0.5,,
01-07,3.119999885559082,1.0,0.9599999785423279,,0.8299999833106995,4.239999771118164,2.2799999713897705,0.5,,,
01-08,3.119999885559082,1.0,,,0.7900000214576721,4.239999771118164,2.2799999713897705,0.5,,0.5,
01-09,3.119999885559082,,,0.6700000166893005,0.7900000214576721,4.239999771118164,2.2799999713897705,,0.5,0.5,
01-10,,,1.0,0.6700000166893005,0.7900000214576721,4.239999771118164,,,0.5,0.5,
01-11,,1.0,1.0,0.6700000166893005,0.7900000214576721,,,0.5,0.5,0.5,
01-12,3.119999885559082,1.0,1.0,0.6700000166893005,,,2.2799999713897705,0.5,0.5,0.5,
01-13,3.2699999809265137,1.0,1.0499999523162842,0.6700000166893005,,,2.2799999713897705,0.5,0.5,,
01-14,3.2699999809265137,1.0,1.100000023841858,,0.7900000214576721,4.239999771118164,2.2799999713897705,0.5,,,
01-15,3.430000066757202,1.0,,,0.7900000214576721,4.03000020980835,2.2799999713897705,,,,
01-16,3.2699999809265137,,,,0.8199999928474426,4.03000020980835,2.2799999713897705,,,0.5,
01-17,,,,0.6700000166893005,0.8199999928474426,4.03000020980835,,,0.5,0.5,
01-18,,,1.2000000476837158,0.6700000166893005,0.8600000143051147,,,,0.5,0.5,
01-19,,1.0299999713897705,1.159999966621399,0.6700000166893005,,,,0.5,0.5,0.5,
01-20,3.109999895095825,1.0800000429153442,1.159999966621399,0.6700000166893005,,,2.1700000762939453,0.5,0.5,,
01-21,2.9600000381469727,1.090000033378601,1.159999966621399,,,4.03000020980835,2.2699999809265137,0.5,,,
01-22,2.819999933242798,1.1399999856948853,,,0.9399999976158142,4.03000020980835,2.2699999809265137,0.5,,0.5,
01-23,2.819999933242798,,,0.6700000166893005,0.9800000190734863,4.03000020980835,2.2699999809265137,,0.5,0.5,
01-24,,,1.2100000381469727,0.6700000166893005,0.9800000190734863,4.03000020980835,,,0.5,0.5,
01-25,,1.090000033378601,1.2699999809265137,0.6700000166893005,0.9800000190734863,,,0.5,0.5,0.5,
01-26,,1.0499999523162842,1.3300000429153442,0.6700000166893005,,,2.2699999809265137,,0.5,0.5,
01-27,,1.0499999523162842,1.3899999856948853,0.6700000166893005,,3.8299999237060547,2.2699999809265137,0.5,0.5,,
01-28,2.819999933242798,1.0499999523162842,1.4500000476837158,,0.9800000190734863,3.8299999237060547,2.2699999809265137,0.5,,,
01-29,,1.100000023841858,,,0.9800000190734863,3.8299999237060547,2.2699999809265137,0.5,,0.5,
01-30,2.819999933242798,,,0.6700000166893005,0.9800000190734863,3.640000104904175,2.2699999809265137,,0.5,0.5,
01-31,,,1.4500000476837158,0.6700000166893005,0.9800000190734863,3.4600000381469727,,,0.5,0.5,
02-01,,1.100000023841858,1.4500000476837158,0.6700000166893005,1.0199999809265137,,,,0.5,0.5,
02-02,2.680000066757202,1.100000023841858,1.4500000476837158,0.6700000166893005,,,2.1600000858306885,,0.5,0.5,
02-03,,1.1100000143051147,1.4500000476837158,0.6700000166893005,,3.2899999618530273,2.1600000858306885,0.5,0.5,,
02-04,2.549999952316284,1.1100000143051147,1.4500000476837158,,1.0199999809265137,3.2899999618530273,2.1600000858306885,0.5,,,
02-05,2.430000066757202,1.1100000143051147,,,1.0700000524520874,3.130000114440918,2.1600000858306885,0.5,,0.5,
02-06,2.549999952316284,,,,1.1200000047683716,3.130000114440918,2.1500000953674316,,0.5,0.5,
02-07,,,,0.6700000166893005,1.1200000047683716,3.130000114440918,,,0.5,0.5,
02-08,,1.1200000047683716,1.4500000476837158,0.6700000166893005,1.1699999570846558,,,0.5,0.5,0.5,
02-09,2.549999952316284,1.1100000143051147,1.4500000476837158,0.6700000166893005,,,2.1500000953674316,0.5,0.5,0.5,
02-10,2.6700000762939453,1.159999966621399,,0.6700000166893005,,3.130000114440918,2.1500000953674316,0.5,0.5,,
02-11,2.6700000762939453,1.1699999570846558,1.4500000476837158,,1.1699999570846558,3.130000114440918,2.1500000953674316,0.5,,,
02-12,2.6700000762939453,1.1200000047683716,,,1.2200000286102295,2.9800000190734863,2.1500000953674316,0.5,,0.5,
02-13,2.799999952316284,,,0.6700000166893005,1.2799999713897705,2.9800000190734863,2.1500000953674316,,0.5,0.5,
02-14,,,,0.6399999856948853,1.340000033378601,2.9800000190734863,,,0.5,0.5,
02-15,,,,0.6100000143051147,1.340000033378601,,,,0.5,0.5,
02-16,,1.1200000047683716,,0.6100000143051147,,,,0.5,0.5,0.5,
02-17,2.799999952316284,1.1200000047683716,1.4500000476837158,0.6100000143051147,,,2.1500000953674316,0.5,0.5,,
02-18,2.700000047683716,1.1200000047683716,1.4500000476837158,,,2.9800000190734863,2.1500000953674316,0.5,,,
02-19,2.8299999237060547,1.1200000047683716,,,1.399999976158142,2.8399999141693115,2.1500000953674316,0.5,,,
02-20,2.8299999237060547,,,,1.4700000286102295,2.700000047683716,2.1500000953674316,,,0.5,
02-21,,,,0.5799999833106995,1.4700000286102295,2.569999933242798,,,0.5,0.5,
02-22,,1.0700000524520874,1.4500000476837158,0.5799999833106995,1.5399999618530273,,,0.5,0.5,0.5,
02-23,2.8299999237060547,1.0700000524520874,1.4500000476837158,0.5799999833106995,,,2.1500000953674316,0.5,0.5,0.5,
02-24,2.8299999237060547,1.0700000524520874,1.4500000476837158,0.5799999833106995,,2.450000047683716,2.1500000953674316,0.5,0.5,,
02-25,2.9600000381469727,1.0700000524520874,1.4500000476837158,,1.6100000143051147,2.3299999237060547,2.1500000953674316,,,,
02-26,3.0899999141693115,,,,1.6100000143051147,2.440000057220459,2.1500000953674316,0.5,,0.5,
02-27,3.240000009536743,,,0.5799999833106995,1.690000057220459,2.559999942779541,2.1500000953674316,,0.5,0.5,
02-28,,,,0.5799999833106995,1.7599999904632568,2.680000066757202,,,0.5,0.5,
02-29,,,,0.5799999833106995,,,,0.5,,,
03-01,,1.0700000524520874,,0.5799999833106995,1.7000000476837158,,,0.5,0.5,0.5,
03-02,3.240000009536743,1.0499999523162842,1.4500000476837158,0.5799999833106995,,,2.1500000953674316,0.5,0.5,0.5,
03-03,3.0799999237060547,1.0499999523162842,,,,2.809999942779541,2.1500000953674316,0.5,0.5,,
03-04,2.930000066757202,1.0,1.4500000476837158,,1.75,2.809999942779541,2.1500000953674316,,,,
03-05,2.930000066757202,1.0,,0.5799999833106995,1.7300000190734863,2.700000047683716,2.1500000953674316,,,0.5,
03-06,2.930000066757202,,,0.5799999833106995,1.75,2.700000047683716,2.1500000953674316,,0.5,0.5,
03-07,,,1.4500000476837158,0.5600000023841858,1.75,2.700000047683716,,0.5,0.5,0.5,
03-08,,1.0,1.4500000476837158,0.5600000023841858,1.6699999570846558,,,0.5,0.5,0.5,
03-09,,1.0,1.3799999952316284,0.5600000023841858,,,2.1500000953674316,,0.5,0.5,
03-10,2.930000066757202,1.0,1.3799999952316284,,,2.700000047683716,2.1500000953674316,0.5,0.5,,
03-11,2.930000066757202,1.0,1.3799999952316284,,1.6699999570846558,2.700000047683716,2.1500000953674316,,,,
03-12,2.930000066757202,1.0199999809265137,,0.5600000023841858,1.6699999570846558,,,,,0.5,
03-13,2.7899999618530273,,,0.5600000023841858,1.6699999570846558,2.569999933242798,2.1500000953674316,,0.5,0.5,
03-14,,,1.3799999952316284,0.5600000023841858,1.75,2.450000047683716,,0.5,0.5,0.5,
03-15,,1.0199999809265137,1.3200000524520874,0.5400000214576721,1.7000000476837158,,,0.5,0.5,0.5,
03-16,2.7899999618530273,1.0700000524520874,1.2599999904632568,0.5400000214576721,,,2.1500000953674316,,0.5,0.5,
03-17,,1.0700000524520874,1.2599999904632568,,,2.3299999237060547,2.1500000953674316,,0.5,,
03-18,2.7899999618530273,1.0700000524520874,,,1.7000000476837158,2.3299999237060547,2.1500000953674316,,,,
03-19,2.7899999618530273,1.0700000524520874,,0.5400000214576721,1.7000000476837158,2.2200000286102295,2.1500000953674316,,,0.5,
03-20,2.7899999618530273,,,0.5199999809265137,1.7000000476837158,2.2200000286102295,2.049999952316284,,0.5,0.5,
03-21,,,1.2000000476837158,0.5199999809265137,1.7000000476837158,2.2200000286102295,,,0.5,0.5,
03-22,,1.0199999809265137,1.2000000476837158,0.5199999809265137,1.690000057220459,,,,0.5,0.5,
03-23,2.7899999618530273,1.0199999809265137,1.1399999856948853,0.5199999809265137,,,2.049999952316284,,0.5,0.5,
03-24,2.7899999618530273,1.0700000524520874,1.1399999856948853,,,2.2200000286102295,2.049999952316284,,0.5,,
03-25,2.7899999618530273,1.1200000047683716,1.190000057220459,,1.7000000476837158,2.2200000286102295,2.049999952316284,,,,
03-26,2.7899999618530273,1.149999976158142,,0.5199999809265137,1.7000000476837158,2.2200000286102295,2.049999952316284,,,0.5,
03-27,2.7899999618530273,,,0.5,1.7000000476837158,2.2200000286102295,2.049999952316284,,0.5,0.5,
03-28,,,1.190000057220459,0.5,1.75,2.2200000286102295,,0.5,0.5,0.5,
03-29,,1.2000000476837158,1.190000057220459,0.5,,,,,0.5,0.5,
03-30,,1.2599999904632568,1.2400000095367432,0.5,,,,,0.5,,
03-31,2.7899999618530273,1.3200000524520874,1.2400000095367432,,,2.2200000286102295,2.049999952316284,,0.5,,
04-01,2.7899999618530273,1.3799999952316284,,,1.75,2.2200000286102295,2.049999952316284,0.5,,,
04-02,2.7899999618530273,,,0.5,1.75,2.2200000286102295,2.200000047683716,,,0.5,
04-03,2.7899999618530273,,,0.5,1.75,2.2200000286102295,,,0.5,0.5,
04-04,,,1.2400000095367432,0.5,1.7000000476837158,2.119999885559082,,,0.5,0.5,
04-05,,,1.2400000095367432,0.5,1.7000000476837158,,,,0.5,0.5,
04-06,2.6600000858306885,1.440000057220459,1.2400000095367432,,,,2.200000047683716,,0.5,0.5,
04-07,2.6600000858306885,1.5099999904632568,1.2400000095367432,,,2.119999885559082,2.200000047683716,,0.5,,
04-08,2.6600000858306885,1.5800000429153442,1.1799999475479126,,1.7000000476837158,2.119999885559082,2.200000047683716,,,,
04-09,2.6600000858306885,1.649999976158142,,,1.7699999809265137,2.119999885559082,2.0899999141693115,,,0.5,
04-10,,,,0.5,1.75,2.119999885559082,2.0899999141693115,,0.5,0.5,
04-11,,,1.1299999952316284,0.5,1.7300000190734863,2.119999885559082,,0.5,0.5,0.5,
04-12,,1.5700000524520874,1.1299999952316284,0.5,1.7300000190734863,,,,0.5,0.5,
04-13,,1.6399999856948853,,0.5,,,1.9900000095367432,0.5,0.5,0.5,
04-14,2.5299999713897705,1.7200000286102295,1.1699999570846558,,,2.119999885559082,1.9900000095367432,0.5,,,
04-15,2.6600000858306885,1.7999999523162842,1.1200000047683716,,1.5700000524520874,2.119999885559082,1.9900000095367432,0.5,,,
04-16,2.6600000858306885,1.8300000429153442,,0.5,1.5700000524520874,2.119999885559082,1.9900000095367432,,,0.5,
04-17,2.6600000858306885,,,0.5,1.5700000524520874,2.119999885559082,1.9900000095367432,,0.5,0.5,
04-18,,,1.0700000524520874,0.5,1.5700000524520874,,,0.5,0.5,0.5,
04-19,,1.9199999570846558,1.1200000047683716,0.5,1.5700000524520874,,,,0.5,0.5,
04-20,2.5299999713897705,1.9199999570846558,1.0700000524520874,0.5,,,1.9900000095367432,0.5,0.5,0.5,
04-21,2.5299999713897705,1.899999976158142,1.0700000524520874,,,2.119999885559082,1.9900000095367432,,0.5,,
04-22,2.4100000858306885,1.809999942779541,,,1.5700000524520874,2.200000047683716,,0.5,,,
04-23,2.5299999713897705,1.7200000286102295,,0.5,1.5,2.200000047683716,1.9900000095367432,,,0.5,
04-24,,,,0.5,1.5,2.200000047683716,,,0.5,0.5,
04-25,,,,0.5,1.649999976158142,2.200000047683716,,0.5,0.5,0.5,
04-26,,1.6399999856948853,,0.5,1.649999976158142,,,0.5,0.5,0.5,
04-27,2.5299999713897705,1.559999942779541,1.0700000524520874,0.5,,,1.9900000095367432,0.5,0.5,0.5,
04-28,2.4100000858306885,1.4900000095367432,,,,2.309999942779541,,,0.5,,
04-29,2.2899999618530273,1.4900000095367432,1.1200000047683716,,1.649999976158142,2.4200000762939453,1.9900000095367432,0.5,,,
04-30,2.2899999618530273,1.5499999523162842,,0.5,1.649999976158142,2.4600000381469727,1.9900000095367432,,,0.5,
05-01,,,,,1.649999976158142,2.4600000381469727,1.9900000095367432,,0.5,0.5,
05-02,,,,0.5,1.649999976158142,2.4600000381469727,,,0.5,0.5,
05-03,,,1.0800000429153442,0.5,1.649999976158142,,,,0.5,0.5,
05-04,2.2899999618530273,1.6200000047683716,1.1299999952316284,0.5,,,1.9900000095367432,0.5,0.5,0.5,
05-05,2.180000066757202,1.6200000047683716,1.1799999475479126,,,2.4600000381469727,1.9900000095367432,0.5,0.5,,
05-06,2.180000066757202,,1.2300000190734863,,1.649999976158142,2.5799999237060547,1.9900000095367432,0.5,,,
05-07,2.180000066757202,1.690000057220459,,0.5,1.649999976158142,2.5799999237060547,1.9900000095367432,,,0.5,
05-08,2.2799999713897705,,,0.5,1.649999976158142,2.5799999237060547,1.9900000095367432,,0.5,0.5,
05-09,,,1.2799999713897705,0.5,1.649999976158142,2.700000047683716,,,0.5,0.5,
05-10,,1.7000000476837158,1.2799999713897705,0.5,1.649999976158142,,,,0.5,0.5,
05-11,2.390000104904175,1.75,1.2799999713897705,0.5,,,,,0.5,0.5,
05-12,2.390000104904175,1.7899999618530273,1.2799999713897705,,,2.700000047683716,,,0.5,,
05-13,2.390000104904175,1.7899999618530273,1.2699999809265137,,1.4900000095367432,2.700000047683716,1.9900000095367432,,,,
05-14,2.5,1.7899999618530273,,0.5,1.4900000095367432,2.700000047683716,1.9900000095367432,,,0.5,
05-15,2.5,,,0.5,1.6299999952316284,2.700000047683716,1.9900000095367432,,0.5,0.5,
05-16,,,1.2100000381469727,0.5,1.7899999618530273,2.700000047683716,,,0.5,0.5,
05-17,,1.7100000381469727,1.2300000190734863,0.5,1.7999999523162842,,,,0.5,0.5,
05-18,2.619999885559082,1.7100000381469727,1.1699999570846558,0.5,,,1.9900000095367432,,0.5,0.5,
05-19,2.619999885559082,1.7100000381469727,1.2200000286102295,,,2.700000047683716,,,0.5,,
05-20,2.619999885559082,1.6299999952316284,1.2599999904632568,,1.9700000286102295,2.700000047683716,,,,,
05-21,2.619999885559082,1.5499999523162842,,0.5,2.1600000858306885,2.700000047683716,1.809999942779541,,,0.5,
05-22,2.75,,,0.5,2.369999885559082,2.700000047683716,1.809999942779541,,0.5,0.5,
05-23,,,1.2599999904632568,0.5,2.369999885559082,2.700000047683716,,0.5,0.5,0.5,
05-24,,1.5499999523162842,1.2599999904632568,0.5,2.5999999046325684,,,,0.5,0.5,
05-25,,1.5499999523162842,1.2599999904632568,0.5,,,,,0.5,0.5,
05-26,2.75,1.4800000190734863,1.2599999904632568,,,,,0.5,0.5,,
05-27,2.759999990463257,1.4800000190734863,1.2599999904632568,,,2.569999933242798,,0.5,,,
05-28,2.890000104904175,1.4800000190734863,,,3.0,2.569999933242798,1.7999999523162842,,,,
05-29,,,,,,2.569999933242798,1.7999999523162842,,,0.5,
05-30,,,,0.5,3.0999999046325684,2.569999933242798,,,0.5,0.5,
05-31,,,1.2599999904632568,0.5,3.0999999046325684,,,,0.5,0.5,
06-01,,1.4800000190734863,,0.5,,,1.7999999523162842,,0.5,0.5,
06-02,2.890000104904175,1.4800000190734863,,,,2.450000047683716,,,0.5,,
06-03,3.0299999713897705,1.4800000190734863,1.2599999904632568,,3.0999999046325684,2.3299999237060547,1.7999999523162842,,,,
06-04,3.180000066757202,1.4800000190734863,,0.5,3.109999895095825,2.440000057220459,,,,0.5,
06-05,3.3299999237060547,,,0.5,3.109999895095825,2.559999942779541,1.75,,0.5,0.5,
06-06,,,,0.5,3.4200000762939453,2.680000066757202,,,0.5,0.5,
06-07,,1.4800000190734863,,0.5,3.0899999141693115,,,0.5,0.5,0.5,
06-08,3.3299999237060547,1.5499999523162842,,0.5,,,,0.5,0.5,0.5,
06-09,3.490000009536743,1.5499999523162842,,,,2.700000047683716,,0.5,0.5,,
06-10,3.619999885559082,1.6200000047683716,,,3.3499999046325684,2.700000047683716,,0.5,,,
06-11,3.799999952316284,1.6200000047683716,,0.5,3.680000066757202,2.700000047683716,,,,0.5,
06-12,3.990000009536743,,,0.5099999904632568,3.5,2.700000047683716,,,0.5,0.5,
06-13,,,1.2599999904632568,0.5099999904632568,3.1600000858306885,2.700000047683716,,0.5,0.5,0.5,
06-14,,1.5399999618530273,,0.5099999904632568,3.4000000953674316,,,0.5,0.5,0.5,
06-15,3.799999952316284,1.5399999618530273,1.2599999904632568,0.5099999904632568,,,,0.5,0.5,0.5,
06-16,3.799999952316284,1.5399999618530273,,,,2.6500000953674316,,0.5,0.5,,
06-17,3.799999952316284,1.5399999618530273,,,3.299999952316284,2.6500000953674316,1.6699999570846558,0.5,,,
06-18,3.609999895095825,1.5399999618530273,,0.5299999713897705,3.299999952316284,2.5199999809265137,1.6699999570846558,,,0.5,
06-19,3.430000066757202,,,0.550000011920929,3.0,2.5199999809265137,,,0.5,0.5,
06-20,,,,0.5699999928474426,3.299999952316284,2.5199999809265137,,0.5,0.5,0.5,
06-21,,1.5399999618530273,,0.5699999928474426,3.299999952316284,,,0.5,0.5,0.5,
06-22,3.259999990463257,1.6100000143051147,,0.5699999928474426,,,1.590000033378601,0.5,0.5,0.5,
06-23,3.259999990463257,1.659999966621399,1.2599999904632568,,,2.4000000953674316,,0.5,0.5,,
06-24,3.0999999046325684,1.600000023841858,,,3.299999952316284,2.4000000953674316,,0.5,,,
06-25,3.0999999046325684,1.600000023841858,,0.5899999737739563,3.299999952316284,2.4000000953674316,1.3799999952316284,,,0.5,
06-26,2.950000047683716,,,0.6100000143051147,3.299999952316284,2.4000000953674316,,,0.5,0.5,
06-27,,,1.2599999904632568,0.6100000143051147,2.9700000286102295,2.4000000953674316,,0.5,0.5,0.5,
06-28,,1.600000023841858,1.2599999904632568,0.6399999856948853,2.680000066757202,,,0.5,0.5,0.5,
